"External ID","Issue Type","Summary","Description","Priority","Labels","Linked Requirement","Test Plan","Test Execution","Test Set"
"TC-ORI-750-CT-ERR-03-R272","Test","ORI-750 CT-ERR-03 - Scenarios 14/15 - Client inconnu et intervenant inconnu : notification d'erreur","Un client ou un intervenant inconnu bloque la creation et genere la notification d'inconnu correspondante, avec message place en file d'erreur.","High","orion local-only playwright-candidate","ORI-750","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-750"
"TC-ORI-750-CT-ERR-04-R273","Test","ORI-750 CT-ERR-04 - Scenario 17 - Intervenant indisponible pour la serie : notification d'erreur","Un intervenant indisponible pour la serie bloque la creation et genere la notification d'indisponibilite, message place en file d'erreur.","High","orion local-only playwright-candidate","ORI-750","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-750"
"TC-ORI-750-CT-ERR-05-R274","Test","ORI-750 CT-ERR-05 - Scenario 13 - Serie d'interventions deja existante : notification d'erreur","Une serie deja existante bloque la creation et genere la notification 'La serie d'interventions idSerieInterventions existe deja dans le domaine Planning'.","Medium","orion local-only playwright-candidate","ORI-750","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-750"
"TC-ORI-750-CT-ERR-06-R275","Test","ORI-750 CT-ERR-06 - RG_CRT_SIN_09 - Contenu de la notification creee et attributs issus de la DMN","La notification d'erreur est correctement enregistree (statut 'En cours', associee a la serie, attributs DMN) et transmise au module transverse de notification.","High","orion local-only playwright-candidate","ORI-750","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-750"
"TC-ORI-750-CT-ERR-07-R276","Test","ORI-750 CT-ERR-07 - Notification des erreurs lors de la MODIFICATION d'une serie (miroir creation)","La notification des erreurs s'applique de facon identique a la modification d'une serie (miroir creation) : blocage de la mise a jour, file d'erreur et notification.","High","orion local-only playwright-candidate","ORI-750","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-750"
"TC-ORI-790-CT-AF-01-R278","Test","ORI-790 CT-AF-01 - RG_PAP_NAV_01 / CA_PAP_NAV_01 - Clic fleche/carte : navigation vers la sous-page de detail (3B)","Le clic sur la fleche/carte d'une activite ouvre la sous-page de detail/personnalisation (3B) en masquant la liste.","High","orion local-only playwright-candidate","ORI-790","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-790"
"TC-ORI-790-CT-AF-02-R279","Test","ORI-790 CT-AF-02 - RG_PAP_NAV_02 / CA_PAP_NAV_02/03 - Fil d'Ariane et retour a la liste","Le fil d'Ariane est affiche et permet de revenir a la liste des activites via la fleche retour ou le lien 'Selection des activites'.","High","orion local-only playwright-candidate","ORI-790","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-790"
"TC-ORI-790-CT-AF-03-R280","Test","ORI-790 CT-AF-03 - RG_PAP_HER_01/02 - Bandeau 'Herite du CDA' et champs en lecture seule","La sous-page affiche le bandeau 'Herite du CDA' et presente en lecture seule les parametres herites, le taux PEC restant saisissable au PAP.","High","orion local-only playwright-candidate","ORI-790","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-790"
"TC-ORI-790-CT-AF-04-R281","Test","ORI-790 CT-AF-04 - RG_PAP_PEC_01 / CA_PAP_PEC_01/02 - Calcul bidirectionnel taux PEC <-> montant PEC","Le taux PEC et le montant PEC sont lies bidirectionnellement : toute modification de l'un recalcule l'autre, avec affichage du reste a charge et du facture OF.","High","orion local-only playwright-candidate","ORI-790","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-790"
"TC-ORI-790-CT-AF-05-R282","Test","ORI-790 CT-AF-05 - RG_PAP_TYP_01/VOL_01/PLAF_01 - Typologies d'heures, volume alloue et plafond","Les typologies d'heures s'activent par toggle, le volume alloue est obligatoire et strictement positif, et le plafond se parametre par periodicite avec equivalent monetaire.","High","orion local-only playwright-candidate","ORI-790","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-790"
"TC-ORI-790-CT-AF-06-R283","Test","ORI-790 CT-AF-06 - RG_PAP_NAV_03 / CA_PAP_NAV_04 - Validation de la sous-page : sauvegarde, badge 'Personnalise' et retour liste","La validation de la sous-page controle et sauvegarde les saisies, affiche le badge 'Personnalise' sur la carte et revient a la liste.","High","orion local-only playwright-candidate","ORI-790","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-790"
"TC-ORI-790-CT-AF-07-R284","Test","ORI-790 CT-AF-07 - RG_PAP_NAV_04 / CA_PAP_NAV_05/06 - Sortie sans validation apres modifications : modale de confirmation","Le retour sans validation apres modifications declenche une modale de confirmation permettant de quitter sans enregistrer ou d'annuler.","High","orion local-only playwright-candidate","ORI-790","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-790"
"TC-ORI-790-CT-AF-08-R285","Test","ORI-790 CT-AF-08 - RG_PAP_ABC/FORF/ABO/TRJ - Affichage conditionnel du detail selon le format de facturation","Le detail affiche les champs conformes au format de facturation de l'activite (Horaire, Forfait, Abonnement, Trajet).","Medium","orion local-only playwright-candidate","ORI-790","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-790"
